Cell.01	Cell.02	Cell.03	Cell.04	Cell.05	Cell.06	Cell.07	Cell.08	Cell.09	Cell.10	Cell.11	Cell.12	Cell.13	Cell.14	Cell.15	Cell.16	Cell.17	Cell.18	Cell.19	Cell.20
GeneID1422	50	35	43	50	56	0	0	0	0	0	2	4	0	0	2	0	0	0	0	0
GeneID1423	56	51	48	54	57	0	0	0	0	0	3	4	1	0	1	0	0	0	0	0
GeneID1424	60	50	53	47	57	0	0	0	0	0	3	2	1	0	4	0	0	0	0	0
GeneID1425	48	48	43	39	47	0	0	0	0	0	2	1	3	1	3	0	0	0	0	0
GeneID1426	55	55	50	50	60	0	0	0	0	0	2	4	1	2	1	0	0	0	0	0
GeneID1427	58	57	50	47	49	0	0	0	0	0	1	1	2	2	2	0	0	0	0	0
GeneID1428	44	49	32	57	57	0	0	0	0	0	2	3	2	2	0	0	0	0	0	0
GeneID1429	49	46	55	53	56	0	0	0	0	0	0	2	2	6	7	0	0	0	0	0
GeneID1430	47	47	49	59	54	0	0	0	0	0	1	5	1	1	3	0	0	0	0	0
GeneID1431	51	42	48	46	48	0	0	0	0	0	0	4	2	4	1	0	0	0	0	0
GeneID1432	42	65	43	54	48	0	0	0	0	0	0	4	0	3	1	0	0	0	0	0
GeneID1433	47	65	57	39	43	0	0	0	0	0	1	2	1	2	4	0	0	0	0	0
GeneID1434	47	47	49	51	37	0	0	0	0	0	1	3	1	1	3	0	0	0	0	0
GeneID1435	47	60	43	53	64	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
GeneID1436	62	54	44	47	47	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0
GeneID1437	46	52	50	45	60	0	0	0	0	0	0	4	2	2	1	0	0	0	0	0
GeneID1438	47	44	46	48	54	0	0	0	0	0	1	3	0	3	3	0	0	0	0	0
GeneID1439	59	51	53	50	45	0	0	0	0	0	4	3	1	4	1	0	0	0	0	0
GeneID1440	49	60	51	50	46	0	0	0	0	0	4	1	2	0	3	0	0	0	0	0
GeneID1441	39	56	41	61	56	0	0	0	0	0	4	2	4	5	0	0	0	0	0	0
GeneID1442	51	52	51	55	47	0	0	0	0	0	2	0	4	0	2	0	0	0	0	0
GeneID1443	46	64	47	46	36	0	0	0	0	0	0	2	4	0	2	0	0	0	0	0
GeneID1444	49	43	53	64	51	0	0	0	0	0	0	6	3	4	4	0	0	0	0	0
GeneID1445	45	55	50	51	39	0	0	0	0	0	2	3	7	2	4	0	0	0	0	0
GeneID1446	46	35	48	48	57	0	0	0	0	0	2	3	1	3	0	0	0	0	0	0
GeneID1447	44	57	38	39	53	0	0	0	0	0	2	3	2	1	3	0	0	0	0	0
GeneID1448	66	40	33	43	48	0	0	0	0	0	3	2	4	2	2	0	0	0	0	0
GeneID1449	51	73	55	45	50	0	0	0	0	0	2	4	2	2	2	0	0	0	0	0
GeneID1450	42	57	60	54	55	0	0	0	0	0	0	2	3	1	1	0	0	0	0	0
GeneID1451	51	50	59	61	53	0	0	0	0	0	5	2	1	1	0	0	0	0	0	0
GeneID1452	43	51	47	56	60	0	0	0	0	0	6	0	0	4	3	0	0	0	0	0
GeneID1453	45	47	56	57	46	0	0	0	0	0	2	2	3	3	3	0	0	0	0	0
GeneID1454	47	50	60	52	58	0	0	0	0	0	1	1	3	5	0	0	0	0	0	0
GeneID1455	42	54	62	36	59	0	0	0	0	0	0	1	4	2	1	0	0	0	0	0
GeneID1456	49	62	60	42	50	0	0	0	0	0	0	2	1	1	3	0	0	0	0	0
GeneID1457	56	53	55	43	53	0	0	0	0	0	2	3	1	3	1	0	0	0	0	0
GeneID1458	47	52	44	51	49	0	0	0	0	0	5	5	1	2	2	0	0	0	0	0
GeneID1459	58	46	45	44	44	0	0	0	0	0	1	1	2	2	1	0	0	0	0	0
GeneID1460	46	53	61	59	38	0	0	0	0	0	2	1	0	1	4	0	0	0	0	0
GeneID1461	50	50	65	59	48	0	0	0	0	0	3	1	3	5	2	0	0	0	0	0
GeneID1462	65	54	55	54	54	0	0	0	0	0	2	3	2	0	2	0	0	0	0	0
GeneID1463	50	56	52	34	57	0	0	0	0	0	0	6	1	1	3	0	0	0	0	0
GeneID1464	47	36	47	59	43	0	0	0	0	0	1	1	5	4	5	0	0	0	0	0
GeneID1465	42	46	40	48	46	0	0	0	0	0	3	2	3	2	0	0	0	0	0	0
GeneID1466	41	59	44	61	40	0	0	0	0	0	2	1	2	6	0	0	0	0	0	0
GeneID1467	51	55	48	41	52	0	0	0	0	0	4	0	2	3	0	0	0	0	0	0
GeneID1468	51	56	44	44	53	0	0	0	0	0	2	0	5	4	2	0	0	0	0	0
GeneID1469	59	45	44	55	44	0	0	0	0	0	5	1	2	2	1	0	0	0	0	0
GeneID1470	50	65	56	52	46	0	0	0	0	0	1	4	2	1	1	0	0	0	0	0
GeneID1471	45	36	49	49	58	0	0	0	0	0	1	1	1	0	4	0	0	0	0	0
GeneID1472	42	47	53	40	50	0	0	0	0	0	4	5	4	3	1	0	0	0	0	0
GeneID1473	64	47	44	46	39	0	0	0	0	0	4	1	3	3	2	0	0	0	0	0
GeneID1474	58	57	44	56	41	0	0	0	0	0	3	2	1	4	0	0	0	0	0	0
GeneID1475	49	61	52	55	52	0	0	0	0	0	1	2	5	2	1	0	0	0	0	0
GeneID1476	45	46	53	56	60	0	0	0	0	0	5	3	1	7	0	0	0	0	0	0
GeneID1477	38	46	40	49	53	0	0	0	0	0	4	3	0	4	1	0	0	0	0	0
GeneID1478	52	53	60	48	50	0	0	0	0	0	2	4	4	0	1	0	0	0	0	0
GeneID1479	48	57	58	54	35	0	0	0	0	0	1	2	1	1	3	0	0	0	0	0
GeneID1480	47	41	37	60	51	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0
GeneID1481	56	55	37	48	69	0	0	0	0	0	2	2	1	3	1	0	0	0	0	0
GeneID1482	44	46	51	46	41	0	0	0	0	0	3	4	4	3	1	0	0	0	0	0
GeneID1483	52	41	54	68	50	0	0	0	0	0	5	3	4	2	1	0	0	0	0	0
GeneID1484	49	52	55	57	46	0	0	0	0	0	3	3	1	1	3	0	0	0	0	0
GeneID1485	46	51	41	57	46	0	0	0	0	0	1	2	0	1	3	0	0	0	0	0
GeneID1486	54	47	53	38	53	0	0	0	0	0	3	2	2	6	3	0	0	0	0	0
GeneID1487	52	63	48	62	45	0	0	0	0	0	5	2	2	4	4	0	0	0	0	0
GeneID1488	61	51	53	72	54	0	0	0	0	0	1	1	1	2	2	0	0	0	0	0
GeneID1489	62	44	50	49	39	0	0	0	0	0	2	4	3	4	1	0	0	0	0	0
GeneID1490	52	46	51	56	76	0	0	0	0	0	2	1	2	4	2	0	0	0	0	0
GeneID1491	68	53	54	56	48	0	0	0	0	0	2	2	3	0	1	0	0	0	0	0
GeneID1492	48	45	51	56	51	0	0	0	0	0	3	1	5	1	1	0	0	0	0	0
GeneID1493	50	60	36	64	48	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0
GeneID1494	49	44	46	49	42	0	0	0	0	0	1	1	1	1	2	0	0	0	0	0
GeneID1495	54	71	56	51	64	0	0	0	0	0	3	0	0	1	2	0	0	0	0	0
GeneID1496	45	47	41	54	37	0	0	0	0	0	2	0	4	3	4	0	0	0	0	0
GeneID1497	44	39	50	50	61	0	0	0	0	0	2	2	1	2	1	0	0	0	0	0
GeneID1498	42	42	46	54	56	0	0	0	0	0	4	2	3	4	3	0	0	0	0	0
GeneID1499	44	73	58	54	55	0	0	0	0	0	4	4	3	3	1	0	0	0	0	0
GeneID1500	63	53	41	48	54	0	0	0	0	0	2	3	1	3	1	0	0	0	0	0
GeneID1501	38	47	48	46	45	0	0	0	0	0	1	4	1	5	0	0	0	0	0	0
GeneID1502	48	44	60	59	46	0	0	0	0	0	1	1	1	2	4	0	0	0	0	0
GeneID1503	53	51	59	54	46	0	0	0	0	0	4	4	0	1	0	0	0	0	0	0
GeneID1504	51	46	52	42	47	0	0	0	0	0	2	1	7	3	3	0	0	0	0	0
GeneID1505	50	46	50	52	53	0	0	0	0	0	1	3	1	2	2	0	0	0	0	0
GeneID1506	56	57	48	53	40	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0
GeneID1507	47	52	51	53	55	0	0	0	0	0	3	4	2	3	1	0	0	0	0	0
GeneID1508	55	36	43	42	58	0	0	0	0	0	3	3	4	1	2	0	0	0	0	0
GeneID1509	38	43	44	43	52	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0
GeneID1510	60	55	42	55	55	0	0	0	0	0	3	2	0	3	1	0	0	0	0	0
GeneID1511	49	39	54	46	38	0	0	0	0	0	2	3	2	3	3	0	0	0	0	0
GeneID1512	65	56	52	68	52	0	0	0	0	0	1	4	4	3	2	0	0	0	0	0
GeneID1513	50	60	48	57	51	0	0	0	0	0	1	3	4	1	0	0	0	0	0	0
GeneID1514	57	41	47	48	55	0	0	0	0	0	2	2	5	2	1	0	0	0	0	0
GeneID1515	50	40	43	45	52	0	0	0	0	0	5	3	0	3	1	0	0	0	0	0
GeneID1516	52	50	42	60	48	0	0	0	0	0	2	2	2	0	5	0	0	0	0	0
GeneID1517	40	48	54	44	41	0	0	0	0	0	1	2	1	2	2	0	0	0	0	0
GeneID1518	51	49	62	57	53	0	0	0	0	0	1	4	2	1	0	0	0	0	0	0
GeneID1519	42	48	58	45	44	0	0	0	0	0	3	4	4	2	2	0	0	0	0	0
GeneID1520	52	56	61	58	54	0	0	0	0	0	2	3	3	2	6	0	0	0	0	0
GeneID1521	41	54	52	39	49	0	0	0	0	0	2	1	1	3	2	0	0	0	0	0
GeneID1522	65	51	37	41	42	0	0	0	0	0	1	2	1	1	2	0	0	0	0	0
GeneID1523	42	51	49	50	53	0	0	0	0	0	3	4	2	1	0	0	0	0	0	0
GeneID1524	48	58	48	37	55	0	0	0	0	0	2	2	1	1	1	0	0	0	0	0
GeneID1525	54	52	61	64	58	0	0	0	0	0	2	4	4	2	2	0	0	0	0	0
GeneID1526	53	43	50	52	55	0	0	0	0	0	3	4	3	3	3	0	0	0	0	0
GeneID1527	44	68	56	51	51	0	0	0	0	0	0	3	2	0	2	0	0	0	0	0
GeneID1528	39	44	51	58	52	0	0	0	0	0	3	3	2	1	2	0	0	0	0	0
GeneID1529	52	49	50	50	60	0	0	0	0	0	4	4	2	1	4	0	0	0	0	0
GeneID1530	56	42	39	42	49	0	0	0	0	0	2	4	2	1	4	0	0	0	0	0
GeneID1531	48	42	50	50	41	0	0	0	0	0	4	5	0	1	2	0	0	0	0	0
GeneID1532	41	55	49	61	49	0	0	0	0	0	1	1	4	1	3	0	0	0	0	0
GeneID1533	62	67	56	67	54	0	0	0	0	0	1	3	0	2	1	0	0	0	0	0
GeneID1534	57	49	52	53	51	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0
GeneID1535	45	53	47	48	51	0	0	0	0	0	2	2	1	1	3	0	0	0	0	0
GeneID1536	44	53	39	49	43	0	0	0	0	0	3	2	1	2	0	0	0	0	0	0
GeneID1537	47	46	63	46	46	0	0	0	0	0	3	5	3	3	4	0	0	0	0	0
GeneID1538	58	61	61	47	59	0	0	0	0	0	2	1	0	3	1	0	0	0	0	0
GeneID1539	41	60	77	46	52	0	0	0	0	0	4	6	4	4	2	0	0	0	0	0
GeneID1540	60	57	43	58	44	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0
GeneID1541	54	61	55	50	50	0	0	0	0	0	3	3	0	2	3	0	0	0	0	0
GeneID1542	62	48	58	45	59	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
GeneID1543	57	44	55	53	53	0	0	0	0	0	3	1	1	8	3	0	0	0	0	0
GeneID1544	38	43	47	47	45	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0
GeneID1545	58	51	45	51	63	0	0	0	0	0	2	4	1	2	4	0	0	0	0	0
GeneID1546	43	50	58	44	73	0	0	0	0	0	3	1	4	6	2	0	0	0	0	0
GeneID1547	55	55	50	46	43	0	0	0	0	0	1	2	1	2	3	0	0	0	0	0
GeneID1548	62	48	43	51	48	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0
GeneID1549	44	52	74	40	45	0	0	0	0	0	0	2	2	2	1	0	0	0	0	0
GeneID1550	48	50	59	48	52	0	0	0	0	0	4	1	2	1	2	0	0	0	0	0
GeneID1551	43	53	56	51	49	0	0	0	0	0	1	2	0	5	0	0	0	0	0	0
GeneID1552	46	42	54	47	47	0	0	0	0	0	2	2	1	2	3	0	0	0	0	0
GeneID1553	41	53	47	55	48	0	0	0	0	0	1	2	2	1	3	0	0	0	0	0
GeneID1554	47	45	47	58	55	0	0	0	0	0	3	1	2	4	1	0	0	0	0	0
GeneID1555	58	54	36	73	63	0	0	0	0	0	2	1	3	7	2	0	0	0	0	0
GeneID1556	59	45	52	48	46	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0
GeneID1557	62	41	48	40	47	0	0	0	0	0	0	3	1	2	2	0	0	0	0	0
GeneID1558	50	40	42	57	62	0	0	0	0	0	1	3	1	3	2	0	0	0	0	0
GeneID1559	51	49	55	61	48	0	0	0	0	0	1	1	1	5	1	0	0	0	0	0
GeneID1560	51	46	62	58	57	0	0	0	0	0	5	1	1	0	1	0	0	0	0	0
GeneID1561	58	44	46	51	46	0	0	0	0	0	4	0	2	2	4	0	0	0	0	0
GeneID1562	44	55	53	50	48	0	0	0	0	0	2	1	3	2	1	0	0	0	0	0
GeneID1563	40	63	38	44	49	0	0	0	0	0	2	2	5	5	2	0	0	0	0	0
GeneID1564	47	53	53	56	53	0	0	0	0	0	3	2	0	2	1	0	0	0	0	0
GeneID1565	42	46	51	49	44	0	0	0	0	0	3	4	2	1	1	0	0	0	0	0
GeneID1566	47	48	51	44	51	0	0	0	0	0	1	0	3	3	0	0	0	0	0	0
GeneID1567	57	39	41	60	56	0	0	0	0	0	2	3	0	1	5	0	0	0	0	0
GeneID1568	45	45	52	50	38	0	0	0	0	0	2	0	2	2	4	0	0	0	0	0
GeneID1569	44	57	54	55	48	0	0	0	0	0	2	3	4	1	2	0	0	0	0	0
GeneID1570	43	57	47	53	44	0	0	0	0	0	2	1	2	3	2	0	0	0	0	0
GeneID1571	58	52	56	46	61	0	0	0	0	0	2	1	1	5	2	0	0	0	0	0
GeneID1572	51	49	50	63	42	0	0	0	0	0	4	0	2	0	3	0	0	0	0	0
GeneID1573	48	48	52	34	60	0	0	0	0	0	2	6	1	2	1	0	0	0	0	0
GeneID1574	56	57	42	70	64	0	0	0	0	0	6	1	5	5	0	0	0	0	0	0
GeneID1575	54	48	48	40	52	0	0	0	0	0	0	3	1	2	4	0	0	0	0	0
GeneID1576	65	56	56	47	37	0	0	0	0	0	1	1	2	2	3	0	0	0	0	0
GeneID1577	46	52	58	58	49	0	0	0	0	0	1	1	3	1	2	0	0	0	0	0
GeneID1578	45	54	60	50	60	0	0	0	0	0	3	3	1	1	7	0	0	0	0	0
GeneID1579	61	47	51	44	43	0	0	0	0	0	1	2	0	3	2	0	0	0	0	0
GeneID1580	53	46	59	50	52	0	0	0	0	0	0	4	3	3	0	0	0	0	0	0
GeneID1581	48	43	51	58	50	0	0	0	0	0	4	1	1	4	1	0	0	0	0	0
GeneID1582	61	42	48	44	49	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0
GeneID1583	48	44	49	48	56	0	0	0	0	0	1	1	2	3	0	0	0	0	0	0
GeneID1584	64	47	51	54	55	0	0	0	0	0	4	4	3	3	0	0	0	0	0	0
GeneID1585	56	44	45	49	47	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
GeneID1586	44	42	55	50	60	0	0	0	0	0	1	0	4	0	1	0	0	0	0	0
GeneID1587	48	58	58	48	68	0	0	0	0	0	2	3	0	1	3	0	0	0	0	0
GeneID1588	41	56	56	48	55	0	0	0	0	0	2	2	4	3	6	0	0	0	0	0
GeneID1589	48	43	43	54	40	0	0	0	0	0	1	2	1	2	0	0	0	0	0	0
GeneID1590	53	43	53	52	46	0	0	0	0	0	3	5	2	1	0	0	0	0	0	0
GeneID1591	50	42	52	63	46	0	0	0	0	0	2	2	1	3	3	0	0	0	0	0
GeneID1592	32	47	58	64	49	0	0	0	0	0	2	0	2	4	2	0	0	0	0	0
GeneID1593	48	52	56	53	60	0	0	0	0	0	4	3	0	0	1	0	0	0	0	0
GeneID1594	42	55	45	45	48	0	0	0	0	0	5	4	4	3	2	0	0	0	0	0
GeneID1595	54	52	51	51	56	0	0	0	0	0	0	2	5	2	0	0	0	0	0	0
GeneID1596	41	45	59	48	51	0	0	0	0	0	1	2	1	2	4	0	0	0	0	0
GeneID1597	65	59	46	47	51	0	0	0	0	0	1	2	2	0	1	0	0	0	0	0
GeneID1598	48	47	55	51	53	0	0	0	0	0	1	2	4	2	5	0	0	0	0	0
GeneID1599	43	48	44	47	49	0	0	0	0	0	1	1	5	2	1	0	0	0	0	0
GeneID1600	48	37	39	51	49	0	0	0	0	0	1	1	3	2	3	0	0	0	0	0
GeneID1601	47	47	55	52	48	0	0	0	0	0	1	5	3	2	0	0	0	0	0	0
GeneID1602	54	64	40	54	53	0	0	0	0	0	1	3	1	3	2	0	0	0	0	0
GeneID1603	57	51	52	46	38	0	0	0	0	0	2	4	3	1	2	0	0	0	0	0
GeneID1604	50	53	59	54	40	0	0	0	0	0	3	4	0	4	2	0	0	0	0	0
GeneID1605	57	37	44	66	51	0	0	0	0	0	1	4	1	2	2	0	0	0	0	0
GeneID1606	65	49	57	53	51	0	0	0	0	0	4	2	5	1	3	0	0	0	0	0
GeneID1607	49	49	42	35	67	0	0	0	0	0	3	1	1	3	1	0	0	0	0	0
GeneID1608	60	38	51	54	47	0	0	0	0	0	1	4	3	3	5	0	0	0	0	0
GeneID1609	69	43	46	47	46	0	0	0	0	0	1	0	2	3	2	0	0	0	0	0
GeneID1610	43	46	48	53	56	0	0	0	0	0	1	3	1	0	1	0	0	0	0	0
GeneID1611	60	48	48	37	52	0	0	0	0	0	2	1	1	1	3	0	0	0	0	0
GeneID1612	48	55	40	53	46	0	0	0	0	0	1	1	2	2	2	0	0	0	0	0
GeneID1613	50	45	55	33	40	0	0	0	0	0	1	2	2	1	3	0	0	0	0	0
GeneID1614	46	52	41	48	44	0	0	0	0	0	1	1	1	1	4	0	0	0	0	0
GeneID1615	44	62	44	54	54	0	0	0	0	0	1	3	3	2	0	0	0	0	0	0
GeneID1616	52	52	53	46	56	0	0	0	0	0	2	4	1	1	2	0	0	0	0	0
GeneID1617	52	45	47	51	51	0	0	0	0	0	1	1	1	3	6	0	0	0	0	0
GeneID1618	37	44	54	42	55	0	0	0	0	0	1	3	0	1	3	0	0	0	0	0
GeneID1619	57	40	39	46	30	0	0	0	0	0	4	1	3	0	2	0	0	0	0	0
GeneID1620	46	52	43	47	44	0	0	0	0	0	2	5	2	2	2	0	0	0	0	0
GeneID1621	61	45	49	53	42	0	0	0	0	0	3	2	3	3	1	0	0	0	0	0
GeneID1622	39	40	59	58	45	0	0	0	0	0	1	3	2	2	3	0	0	0	0	0
GeneID1623	50	53	55	45	54	0	0	0	0	0	1	2	1	0	2	0	0	0	0	0
GeneID1624	49	53	59	57	46	0	0	0	0	0	3	1	1	0	3	0	0	0	0	0
GeneID1625	47	56	46	50	50	0	0	0	0	0	0	3	4	3	0	0	0	0	0	0
GeneID1626	44	48	55	45	60	0	0	0	0	0	2	3	2	1	0	0	0	0	0	0
GeneID1627	59	46	43	42	56	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
GeneID1628	51	54	53	51	43	0	0	0	0	0	3	1	2	1	1	0	0	0	0	0
GeneID1629	51	43	60	53	42	0	0	0	0	0	2	1	1	3	2	0	0	0	0	0
GeneID1630	46	45	51	55	52	0	0	0	0	0	2	2	0	2	5	0	0	0	0	0
GeneID1631	52	47	41	51	50	0	0	0	0	0	3	1	0	1	2	0	0	0	0	0
GeneID1632	56	59	51	47	44	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0
GeneID1633	62	45	48	41	50	0	0	0	0	0	2	4	1	3	1	0	0	0	0	0
GeneID1634	57	58	56	40	58	0	0	0	0	0	0	3	2	1	2	0	0	0	0	0
GeneID1635	58	42	38	55	53	0	0	0	0	0	3	4	5	9	0	0	0	0	0	0
GeneID1636	53	55	57	52	51	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
GeneID1637	54	41	54	56	50	0	0	0	0	0	2	2	2	1	2	0	0	0	0	0
GeneID1638	48	51	45	55	58	0	0	0	0	0	2	1	2	0	1	0	0	0	0	0
GeneID1639	54	35	40	52	52	0	0	0	0	0	4	1	2	3	4	0	0	0	0	0
GeneID1640	53	52	43	55	61	0	0	0	0	0	3	3	1	1	4	0	0	0	0	0
GeneID1641	43	51	44	50	50	0	0	0	0	0	1	4	2	2	1	0	0	0	0	0
GeneID1642	54	62	50	62	50	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
GeneID1643	50	52	55	40	41	0	0	0	0	0	1	5	0	1	2	0	0	0	0	0
GeneID1644	52	60	45	39	52	0	0	0	0	0	4	6	4	3	2	0	0	0	0	0
GeneID1645	57	50	51	47	44	0	0	0	0	0	1	3	3	5	2	0	0	0	0	0
GeneID1646	48	66	45	52	49	0	0	0	0	0	1	2	0	2	1	0	0	0	0	0
GeneID1647	44	53	45	45	55	0	0	0	0	0	0	2	3	3	1	0	0	0	0	0
GeneID1648	47	59	58	65	50	0	0	0	0	0	3	2	2	0	5	0	0	0	0	0
GeneID1649	54	56	44	54	38	0	0	0	0	0	2	3	4	1	2	0	0	0	0	0
GeneID1650	54	60	46	57	49	0	0	0	0	0	2	0	1	1	4	0	0	0	0	0
GeneID1651	47	46	46	50	51	0	0	0	0	0	1	3	0	2	1	0	0	0	0	0
GeneID1652	45	39	47	62	40	0	0	0	0	0	3	2	2	3	2	0	0	0	0	0
GeneID1653	45	50	43	51	49	0	0	0	0	0	2	2	2	1	3	0	0	0	0	0
GeneID1654	49	62	44	61	43	0	0	0	0	0	1	5	3	3	2	0	0	0	0	0
GeneID1655	42	55	46	53	57	0	0	0	0	0	1	2	2	2	2	0	0	0	0	0
GeneID1656	53	49	45	49	49	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
GeneID1657	45	46	35	40	42	0	0	0	0	0	3	1	3	5	2	0	0	0	0	0
GeneID1658	56	48	49	60	46	0	0	0	0	0	1	1	2	0	5	0	0	0	0	0
GeneID1659	48	51	51	35	47	0	0	0	0	0	5	2	2	0	3	0	0	0	0	0
GeneID1660	53	61	48	31	45	0	0	0	0	0	4	1	3	3	1	0	0	0	0	0
GeneID1661	68	43	46	40	54	0	0	0	0	0	3	0	2	2	1	0	0	0	0	0
GeneID1662	49	57	57	49	55	0	0	0	0	0	1	1	1	1	2	0	0	0	0	0
GeneID1663	56	46	41	43	59	0	0	0	0	0	2	3	1	3	1	0	0	0	0	0
GeneID1664	46	45	49	49	41	0	0	0	0	0	3	3	3	1	0	0	0	0	0	0
GeneID1665	43	42	52	31	52	0	0	0	0	0	2	1	3	2	2	0	0	0	0	0
GeneID1666	51	41	55	48	39	0	0	0	0	0	1	3	2	2	1	0	0	0	0	0
GeneID1667	51	48	40	54	49	0	0	0	0	0	3	2	0	2	1	0	0	0	0	0
GeneID1668	47	52	60	55	59	0	0	0	0	0	4	2	0	4	2	0	0	0	0	0
GeneID1669	52	61	44	52	34	0	0	0	0	0	1	1	2	3	2	0	0	0	0	0
GeneID1670	48	52	49	50	47	0	0	0	0	0	2	0	2	6	3	0	0	0	0	0
GeneID1671	55	40	57	50	58	0	0	0	0	0	0	3	0	2	2	0	0	0	0	0
GeneID1672	58	47	43	57	43	0	0	0	0	0	2	2	0	1	1	0	0	0	0	0
GeneID1673	45	43	51	50	54	0	0	0	0	0	3	4	3	3	2	0	0	0	0	0
GeneID1674	51	43	49	61	53	0	0	0	0	0	0	2	2	5	3	0	0	0	0	0
GeneID1675	48	50	44	50	60	0	0	0	0	0	3	2	5	3	1	0	0	0	0	0
GeneID1676	58	60	53	42	53	0	0	0	0	0	4	2	1	0	2	0	0	0	0	0
GeneID1677	50	47	48	35	56	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0
GeneID1678	54	49	44	44	60	0	0	0	0	0	2	0	2	1	2	0	0	0	0	0
GeneID1679	59	60	62	46	51	0	0	0	0	0	0	3	4	0	2	0	0	0	0	0
GeneID1680	48	50	37	40	42	0	0	0	0	0	3	2	4	1	4	0	0	0	0	0
GeneID1681	54	57	60	50	46	0	0	0	0	0	1	1	2	2	2	0	0	0	0	0
GeneID1682	54	48	55	41	49	0	0	0	0	0	3	3	1	1	1	0	0	0	0	0
GeneID1683	46	43	43	54	47	0	0	0	0	0	2	1	5	1	0	0	0	0	0	0
GeneID1684	54	48	59	47	54	0	0	0	0	0	2	1	2	2	2	0	0	0	0	0
GeneID1685	42	49	43	55	43	0	0	0	0	0	7	1	0	4	1	0	0	0	0	0
GeneID1686	43	62	38	45	40	0	0	0	0	0	4	3	2	0	1	0	0	0	0	0
GeneID1687	54	53	46	61	36	0	0	0	0	0	4	2	1	2	2	0	0	0	0	0
GeneID1688	61	41	43	52	53	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0
GeneID1689	46	45	51	36	52	0	0	0	0	0	1	2	1	2	4	0	0	0	0	0
GeneID1690	42	42	52	52	51	0	0	0	0	0	1	2	2	4	3	0	0	0	0	0
GeneID1691	40	44	48	42	40	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0
GeneID1692	42	57	44	54	57	0	0	0	0	0	3	0	1	2	2	0	0	0	0	0
GeneID1693	40	54	48	37	53	0	0	0	0	0	1	2	3	0	4	0	0	0	0	0
GeneID1694	50	59	46	49	50	0	0	0	0	0	6	1	2	1	0	0	0	0	0	0
GeneID1695	62	50	42	60	56	0	0	0	0	0	1	4	1	0	3	0	0	0	0	0
GeneID1696	44	41	53	51	49	0	0	0	0	0	2	4	4	0	1	0	0	0	0	0
GeneID1697	62	50	47	42	58	0	0	0	0	0	3	4	1	1	0	0	0	0	0	0
GeneID1698	51	46	51	50	42	0	0	0	0	0	4	2	4	3	0	0	0	0	0	0
GeneID1699	45	42	55	48	60	0	0	0	0	0	2	3	0	2	3	0	0	0	0	0
GeneID1700	52	48	59	48	40	0	0	0	0	0	4	1	5	0	2	0	0	0	0	0
GeneID1701	59	60	49	54	46	0	0	0	0	0	5	0	5	3	0	0	0	0	0	0
GeneID1702	52	40	55	47	63	0	0	0	0	0	1	3	2	2	3	0	0	0	0	0
GeneID1703	47	56	47	51	49	0	0	0	0	0	1	2	0	3	0	0	0	0	0	0
GeneID1704	42	45	45	59	52	0	0	0	0	0	4	1	1	3	1	0	0	0	0	0
GeneID1705	59	44	47	51	56	0	0	0	0	0	2	1	2	1	2	0	0	0	0	0
GeneID1706	59	37	51	46	43	0	0	0	0	0	5	2	4	2	0	0	0	0	0	0
GeneID1707	44	41	59	40	56	0	0	0	0	0	3	2	1	1	3	0	0	0	0	0
GeneID1708	41	43	42	56	44	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
GeneID1709	49	48	43	55	36	0	0	0	0	0	1	4	1	1	3	0	0	0	0	0
GeneID1710	51	37	51	37	41	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0
GeneID1711	57	47	42	54	44	0	0	0	0	0	1	1	3	2	2	0	0	0	0	0
GeneID1712	53	46	44	47	38	0	0	0	0	0	2	4	3	1	0	0	0	0	0	0
GeneID1713	41	66	49	54	47	0	0	0	0	0	3	2	2	2	3	0	0	0	0	0
GeneID1714	56	48	57	44	47	0	0	0	0	0	4	1	1	0	1	0	0	0	0	0
GeneID1715	59	66	49	45	53	0	0	0	0	0	2	3	2	2	3	0	0	0	0	0
GeneID1716	61	46	54	51	49	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0
